HP,Noise,ERP_Reliability,Waveform_Change_vs_0p1,LR_Repeatability,Baseline_Contamination,Bootstrap_Width,Overall_Observation
0.1,18.4025212983747,0.777685172623954,0,0.109056851101041,10.0437101482128,63.29719710558,Descriptive trade-off; no weighted score or selected cutoff
0.2,16.2728887394315,0.78486245066214,0.0352029817181025,0.0428082922721002,4.83874157027771,56.5991635475156,Descriptive trade-off; no weighted score or selected cutoff
0.25,14.9181208923108,0.774274536571134,0.0915541026014055,-0.0391387217811675,4.66817357208264,48.5634431039988,Descriptive trade-off; no weighted score or selected cutoff
0.5,12.1044213079945,0.86363186387856,0.263669293659905,-0.192513711126725,3.14903124052196,22.1123246994483,Descriptive trade-off; no weighted score or selected cutoff
