record,task,channel,highpass,timeSec,left,right,delta,left_huber,right_huber,delta_huber
A,1,Fz,0.1,-0.1640625,-0.973666256206021,0.735740617918766,1.70940687412479,-1.17718890604935,0.708359596307918,1.88554850235726
A,1,Fz,0.1,-0.16015625,-0.733397108423108,0.596658363538448,1.33005547196156,-0.620357997718276,0.468436430954165,1.08879442867244
A,1,Fz,0.1,-0.15625,-0.516284396495559,0.473597439054377,0.989881835549936,-0.204610264844741,0.222534964947417,0.427145229792158
A,1,Fz,0.1,-0.15234375,-0.37038447412981,0.377263159000624,0.747647633130434,-0.0344729608398661,0.310416297835032,0.344889258674898
A,1,Fz,0.1,-0.1484375,-0.317780850728063,0.297438965069014,0.615219815797077,-0.0158473982230329,0.465402175547749,0.481249573770782
A,1,Fz,0.1,-0.14453125,-0.352564409585024,0.218337727187571,0.570902136772595,-0.317116608470722,0.337591126118632,0.654707734589354
A,1,Fz,0.1,-0.140625,-0.443664912953315,0.138169249490881,0.581834162444196,-0.4519461180705,0.150330839408757,0.602276957479258
A,1,Fz,0.1,-0.13671875,-0.557058139659364,0.0650811193577852,0.622139259017149,-0.741958965644899,0.0551397935315203,0.797098759176419
A,1,Fz,0.1,-0.1328125,-0.659409968956032,0.00823438999361397,0.667644358949646,-0.758483319034771,-0.169970468608253,0.588512850426518
A,1,Fz,0.1,-0.12890625,-0.73279468226164,-0.0240383292151575,0.708756353046482,-0.761004212785874,-0.0911362086372607,0.669868004148613
A,1,Fz,0.1,-0.125,-0.767542673501071,-0.0382548337655431,0.729287839735528,-0.705055363068482,-0.0946641230630168,0.610391240005466
