record,task,window,electrode,condition,estimate,ciLow,ciHigh,nLeft,nRight
VisualCogB_Task-1,1,late_250_500ms,F3,right,-8.32430908855484,-30.3779615046397,11.0921495125185,41,46
VisualCogB_Task-1,1,late_250_500ms,F3,right_minus_left,-14.2732489971343,-43.0116799995976,21.5058090853279,41,46
VisualCogB_Task-1,1,late_250_500ms,F4,left,16.8392784457743,0.727018322460789,33.8444679313925,41,46
VisualCogB_Task-1,1,late_250_500ms,F4,right,-8.09355546668712,-32.3368828564439,12.8979227015446,41,46
VisualCogB_Task-1,1,late_250_500ms,F4,right_minus_left,-24.9328339124614,-54.8376583375029,2.54458717724866,41,46
VisualCogB_Task-1,1,late_250_500ms,F3_minus_F4,left,-10.5452674065873,-36.5606223195802,9.51229592226041,41,46
VisualCogB_Task-1,1,late_250_500ms,F3_minus_F4,right,-3.93942049345996,-15.3029503944056,8.28300342323415,41,46
VisualCogB_Task-1,1,late_250_500ms,F3_minus_F4,right_minus_left,6.6058469131273,-18.5148821866136,32.7404808933094,41,46
VisualCogB_Task-2,2,early_100_250ms,Fz,left,30.7609927787405,8.14499579181589,51.6118966613067,44,46
VisualCogB_Task-2,2,early_100_250ms,Fz,right,23.4864337452448,8.68332414722159,44.4537173309954,44,46
VisualCogB_Task-2,2,early_100_250ms,Fz,right_minus_left,-7.27455903349572,-35.3088456474369,21.455763448383,44,46
VisualCogB_Task-2,2,early_100_250ms,F3,left,10.2443901478949,-19.1336599819982,51.3219356717321,44,46
VisualCogB_Task-2,2,early_100_250ms,F3,right,12.5447813765342,-18.2134408407601,51.6841309619029,44,46
VisualCogB_Task-2,2,early_100_250ms,F3,right_minus_left,2.30039122863932,-48.6063594988257,49.878602538103,44,46
VisualCogB_Task-2,2,early_100_250ms,F4,left,38.7431919906379,3.87867626624286,72.4045414826586,44,46
VisualCogB_Task-2,2,early_100_250ms,F4,right,32.6442079278093,10.2440025879683,65.991794079501,44,46
VisualCogB_Task-2,2,early_100_250ms,F4,right_minus_left,-6.09898406282854,-48.4381881792157,41.1889294028438,44,46
VisualCogB_Task-2,2,early_100_250ms,F3_minus_F4,left,-17.7676742288996,-29.4523512734197,-4.83674351866962,44,46
VisualCogB_Task-2,2,early_100_250ms,F3_minus_F4,right,-15.4588630120308,-29.5195377140174,-1.23394555606898,44,46
VisualCogB_Task-2,2,early_100_250ms,F3_minus_F4,right_minus_left,2.30881121686883,-18.3020328021781,21.5786984316118,44,46
VisualCogB_Task-2,2,late_250_500ms,Fz,left,51.0596271238097,11.3022797329289,95.290519234986,44,46
VisualCogB_Task-2,2,late_250_500ms,Fz,right,47.957128607971,17.8443069626462,86.8316374738212,44,46
VisualCogB_Task-2,2,late_250_500ms,Fz,right_minus_left,-3.10249851583869,-54.3570036772009,41.8063094100276,44,46
VisualCogB_Task-2,2,late_250_500ms,F3,left,5.87932560956807,-35.3874447985013,58.6807314212685,44,46
VisualCogB_Task-2,2,late_250_500ms,F3,right,25.2983285451868,-21.0250955483732,93.3116067186787,44,46
VisualCogB_Task-2,2,late_250_500ms,F3,right_minus_left,19.4190029356188,-61.1616147400635,90.5564443211764,44,46
VisualCogB_Task-2,2,late_250_500ms,F4,left,55.8131485312549,1.27950319669159,116.628037353901,44,46
VisualCogB_Task-2,2,late_250_500ms,F4,right,62.9152065264623,20.1003652916231,121.117420083547,44,46
VisualCogB_Task-2,2,late_250_500ms,F4,right_minus_left,7.10205799520745,-73.571972272512,75.1317644185283,44,46
VisualCogB_Task-2,2,late_250_500ms,F3_minus_F4,left,-31.489050399466,-50.4775580788833,-11.7275944020606,44,46
VisualCogB_Task-2,2,late_250_500ms,F3_minus_F4,right,-32.0896945786211,-52.7429930180917,-6.4933292753615,44,46
VisualCogB_Task-2,2,late_250_500ms,F3_minus_F4,right_minus_left,-0.600644179155072,-29.1944351749857,28.6369285475775,44,46
