record,task,cueDir,nTrials,meanCorrelation,ciLow,ciHigh
VisualCogA_Task-1,1,-1,41,0.859937493691452,0.516421145269836,0.97709254210047
VisualCogA_Task-1,1,1,39,0.367280764123748,-0.74222545927182,0.888540242110104
VisualCogA_Task-2,2,-1,51,0.882610509750729,0.632433815522082,0.982053647827686
VisualCogA_Task-2,2,1,42,0.965596444002787,0.901476667487799,0.991768768631482
VisualCogB_Task-1,1,-1,41,0.479184376084705,-0.156990496009183,0.908954673621267
VisualCogB_Task-1,1,1,46,0.58138340158807,-0.419433979897181,0.953283075473564
VisualCogB_Task-2,2,-1,44,0.857220186085109,0.394420565153432,0.982798213822413
VisualCogB_Task-2,2,1,46,0.940928869903671,0.756826293776103,0.993218495671885
