record,task,cueDir,timeSec,commonMode,midlineContrast,lateralContrast
VisualCogA_Task-1,1,-1,0.75,6.66722546435731,0.0246653188693307,-7.61623114023327
VisualCogA_Task-1,1,-1,0.75390625,7.00864717536836,-0.199249678236744,-7.59802837706303
VisualCogA_Task-1,1,-1,0.7578125,7.64356380061507,-0.337943258616468,-7.51412768871422
VisualCogA_Task-1,1,-1,0.76171875,8.53362597042316,-0.398016805730864,-7.37865699219968
VisualCogA_Task-1,1,-1,0.765625,9.54872321578493,-0.400750279385962,-7.23963470139594
VisualCogA_Task-1,1,-1,0.76953125,10.5133715337411,-0.330727551967852,-7.15518321524267
VisualCogA_Task-1,1,-1,0.7734375,11.2629430668599,-0.183632392336774,-7.15878557759421
VisualCogA_Task-1,1,-1,0.77734375,11.6792237512639,0.0176529276044484,-7.22539977775827
VisualCogA_Task-1,1,-1,0.78125,11.7030227034594,0.237242895104838,-7.32032316284438
VisualCogA_Task-1,1,-1,0.78515625,11.347306666638,0.457698087201885,-7.45129730831269
VisualCogA_Task-1,1,-1,0.7890625,10.6805630429475,0.663168621138384,-7.61477752700695
VisualCogA_Task-1,1,-1,0.79296875,9.79256061427107,0.833800620058028,-7.81218823260137
VisualCogA_Task-1,1,-1,0.796875,8.78451798857239,0.982337988646771,-8.02442453426792
VisualCogA_Task-1,1,-1,0.80078125,7.73425721866359,1.11806364126782,-8.23586852010388
VisualCogA_Task-1,1,1,-0.19921875,0.820055228333212,-1.69617620732062,-0.0826303799094237
VisualCogA_Task-1,1,1,-0.1953125,1.16035301563443,-1.57863395387451,0.25820649310346
VisualCogA_Task-1,1,1,-0.19140625,1.47735191831532,-1.45721605174057,0.584345836502161
VisualCogA_Task-1,1,1,-0.1875,1.74049894203737,-1.33725500793766,0.863165314204176
VisualCogA_Task-1,1,1,-0.18359375,1.92222345443054,-1.22873644107411,1.06600181083545
VisualCogA_Task-1,1,1,-0.1796875,2.0092879308222,-1.14099201698458,1.18770418888664
VisualCogA_Task-1,1,1,-0.17578125,2.00426449919067,-1.07799925489969,1.24497352136302
VisualCogA_Task-1,1,1,-0.171875,1.92346650159137,-1.04182466834758,1.25859187090858
VisualCogA_Task-1,1,1,-0.16796875,1.78876157165325,-1.02345203989049,1.24970335359921
VisualCogA_Task-1,1,1,-0.1640625,1.6215838299429,-1.01364558377277,1.23696978745697
VisualCogA_Task-1,1,1,-0.16015625,1.44448710722083,-1.00418241575387,1.23160391507049
VisualCogA_Task-1,1,1,-0.15625,1.27343381569666,-0.979066319003931,1.22561553707419
VisualCogA_Task-1,1,1,-0.15234375,1.10826745735268,-0.922064440029686,1.19812822076173
VisualCogA_Task-1,1,1,-0.1484375,0.935205705459153,-0.830374596754475,1.13248152054745
VisualCogA_Task-1,1,1,-0.14453125,0.742319527705232,-0.706372138802568,1.0281095595888
VisualCogA_Task-1,1,1,-0.140625,0.532149384108999,-0.548443072563502,0.896053559888515
VisualCogA_Task-1,1,1,-0.13671875,0.315889708765347,-0.355923180215445,0.746065306233232
VisualCogA_Task-1,1,1,-0.1328125,0.110416059842326,-0.138303578618787,0.585559350552707
VisualCogA_Task-1,1,1,-0.12890625,-0.0706482724553053,0.0830722702964521,0.411048365769406
VisualCogA_Task-1,1,1,-0.125,-0.218344850113922,0.283111868830553,0.220152618028047
VisualCogA_Task-1,1,1,-0.12109375,-0.324286968854322,0.433719536510533,0.0160614756455156
VisualCogA_Task-1,1,1,-0.1171875,-0.389848342201657,0.509630764326575,-0.169484014357146
VisualCogA_Task-1,1,1,-0.11328125,-0.422315879448452,0.505642466590137,-0.290221597379456
VisualCogA_Task-1,1,1,-0.109375,-0.422969286128522,0.434948408946844,-0.308693182919397
VisualCogA_Task-1,1,1,-0.10546875,-0.386360255270267,0.316249958470124,-0.201495953783261
VisualCogA_Task-1,1,1,-0.1015625,-0.319557529324805,0.174235338054294,0.0363650401273728
VisualCogA_Task-1,1,1,-0.09765625,-0.256716689388777,0.0401983200531212,0.395600045399456
VisualCogA_Task-1,1,1,-0.09375,-0.243303683896669,-0.0616745547838561,0.858308883784727
VisualCogA_Task-1,1,1,-0.08984375,-0.309613511744775,-0.119148705994363,1.35347163755084
