record,task,nLeft,nRight,meanCorrelation,ciLow,ciHigh
VisualCogA_Task-1,1,41,39,-0.0524736547257852,-0.689975750933351,0.472798629214079
VisualCogA_Task-2,2,51,42,0.498848492296122,-0.119718993238197,0.826211089276947
VisualCogB_Task-1,1,41,46,-0.288799810171822,-0.741972882186341,0.339304228262483
VisualCogB_Task-2,2,44,46,0.0317778195326048,-0.595680267577714,0.657712840032756
